0.00,0
1.00,0
2.00,0
3.00,0
4.00,0
5.00,0
6.00,186.7
7.00,272.4
8.00,352.3
9.00,421
10.00,473.6
11.00,506.7
12.00,518
13.00,506.7
14.00,473.6
15.00,421
16.00,352.3
17.00,272.4
18.00,186.7
19.00,0
20.00,0
21.00,0
22.00,0
23.00,0

